Entity Name	Entity type	Gene Symbol	Sources(; separated)	Level4	Level3	Level2	Model_Of_Inheritance	Phenotypes	Omim	Orphanet	HPO	Publications	Description	Flagged	GEL_Status	UserRatings_Green_amber_red	version	ready	Mode of pathogenicity	EnsemblId(GRch37)	EnsemblId(GRch38)	HGNC	Position Chromosome	Position GRCh37 Start	Position GRCh37 End	Position GRCh38 Start	Position GRCh38 End	STR Repeated Sequence	STR Normal Repeats	STR Pathogenic Repeats	Region Haploinsufficiency Score	Region Triplosensitivity Score	Region Required Overlap Percentage	Region Variant Type	Region Verbose Name
EOGT	gene	EOGT	Expert Review Red;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Adams-Oliver syndrome 4, MIM#615297			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	31368252		False	1	0;0;100	1.83	True		ENSG00000163378	ENSG00000163378	HGNC:28526													
EOMES	gene	EOMES	Expert Review Red;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Microcephaly			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	17353897		False	1	0;0;100	1.83	True		ENSG00000163508	ENSG00000163508	HGNC:3372													
EPB41L1	gene	EPB41L1	Expert Review Red;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Mental retardation, autosomal dominant 11, MIM# 614257			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	21376300;26539891;25961944		False	1	0;0;100	1.83	True		ENSG00000088367	ENSG00000088367	HGNC:3378													
EPM2A	gene	EPM2A	Expert Review Red;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Epilepsy, progressive myoclonic 2A (Lafora), MIM#254780			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758			False	1	0;0;100	1.83	True		ENSG00000112425	ENSG00000112425	HGNC:3413													
ERCC4	gene	ERCC4	Expert Review Red;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Xeroderma pigmentosum, group F, MIM#278760;XFE progeroid syndrome, MIM# 610965			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758			False	1	0;0;100	1.83	True		ENSG00000175595	ENSG00000175595	HGNC:3436													
ERMARD	gene	ERMARD	Expert Review Red;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Periventricular nodular heterotopia 6, MIM#615544			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	24056535;27087860		False	1	0;0;100	1.83	True		ENSG00000130023	ENSG00000130023	HGNC:21056													
ETS1	gene	ETS1	Expert Review Red;Literature	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Neurodevelopmental disorder, MONDO:0700092, ETS1-related			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	31160359		False	1	0;0;100	1.83	True		ENSG00000134954	ENSG00000134954	HGNC:3488													
EVC	gene	EVC	Expert Review Red;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Ellis-van Creveld syndrome, MIM#225500			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758			False	1	0;0;100	1.83	True		ENSG00000072840	ENSG00000072840	HGNC:3497													
EVC2	gene	EVC2	Expert Review Red;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Ellis-van Creveld syndrome, MIM#225500			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758			False	1	0;0;100	1.83	True		ENSG00000173040	ENSG00000173040	HGNC:19747													
FA2H	gene	FA2H	Expert Review Red;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Spastic paraplegia 35, autosomal recessive, MIM#612319			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758			False	1	0;0;100	1.83	True		ENSG00000103089	ENSG00000103089	HGNC:21197													
FAAH2	gene	FAAH2	Expert Review Red;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	X-LINKED: hemizygous mutation in males, biallelic mutations in females	Neuropsychiatric disorder			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	25885783		False	1	0;0;100	1.83	True		ENSG00000165591	ENSG00000165591	HGNC:26440													
FAM111A	gene	FAM111A	Expert Review Red;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Kenny-Caffey syndrome, type 2, MIM# 127000			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758			False	1	0;0;100	1.83	True		ENSG00000166801	ENSG00000166801	HGNC:24725													
FAM160B1	gene	FAM160B1	Expert Review Red;Literature	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	no OMIM number yet			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	PMID: 31353455;27431290		False	1	0;0;100	1.83	True		ENSG00000151553	ENSG00000151553	HGNC:29320													
FBLN5	gene	FBLN5	Expert Review Red;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Cutis laxa, autosomal recessive, type IA, MIM#219100			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758			False	1	0;0;100	1.83	True		ENSG00000140092	ENSG00000140092	HGNC:3602													
FBN1	gene	FBN1	Expert Review Red;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Marfan syndrome, MIM#154700;Geleophysic dysplasia 2, MIM#614185;Weill-Marchesani syndrome 2, dominant, MIM#608328			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758			False	1	0;0;100	1.83	True		ENSG00000166147	ENSG00000166147	HGNC:3603													
FGF3	gene	FGF3	Expert Review Red;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Deafness, congenital with inner ear agenesis, microtia, and microdontia, MIM#610706			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758			False	1	0;0;100	1.83	True		ENSG00000186895	ENSG00000186895	HGNC:3681													
FLNB	gene	FLNB	Expert Review Red;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Larsen syndrome, MIM#150250			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758			False	1	0;0;100	1.83	True		ENSG00000136068	ENSG00000136068	HGNC:3755													
FTL	gene	FTL	Expert Review Red;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BOTH monoallelic and biallelic (but BIALLELIC mutations cause a more SEVERE disease form), autosomal or pseudoautosomal	Neurodegeneration with brain iron accumulation 3, MIM#606159;Hyperferritinemia-cataract syndrome, MIM#600886;L-ferritin deficiency, dominant and recessive, MIM#615604			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758			False	1	0;0;100	1.83	True		ENSG00000087086	ENSG00000087086	HGNC:3999													
FZD3	gene	FZD3	Expert Review Red;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	Unknown				Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758			False	1	0;0;100	1.83	True		ENSG00000104290	ENSG00000104290	HGNC:4041													
G6PC3	gene	G6PC3	Expert Review Red;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Neutropenia, severe congenital 4, autosomal recessive, MIM# 612541			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	20717171		False	1	0;0;100	1.83	True		ENSG00000141349	ENSG00000141349	HGNC:24861													
GABRG1	gene	GABRG1	Expert Review Red;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Developmental and epileptic encephalopathy MONDO:0100062			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	36121006		False	1	0;0;100	1.83	True		ENSG00000163285	ENSG00000163285	HGNC:4086													
GAN	gene	GAN	Expert Review Red;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Giant axonal neuropathy-1, MIM# 256850			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758			False	1	0;0;100	1.83	True		ENSG00000261609	ENSG00000261609	HGNC:4137													
GATA1	gene	GATA1	Expert Review Red;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	X-LINKED: hemizygous mutation in males, biallelic mutations in females				Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758			False	1	0;0;100	1.83	True		ENSG00000102145	ENSG00000102145	HGNC:4170													
GBA2	gene	GBA2	Expert Review Red;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Spastic paraplegia 46, autosomal recessive, MIM#614409			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758			False	1	0;0;100	1.83	True		ENSG00000070610	ENSG00000070610	HGNC:18986													
GBE1	gene	GBE1	Expert Review Red;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Glycogen storage disease IV, MIM#232500			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758			False	1	0;0;100	1.83	True		ENSG00000114480	ENSG00000114480	HGNC:4180													
GCK	gene	GCK	Expert Review Red;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	"Diabetes mellitus, permanent neonatal	606176"			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758			False	1	0;0;100	1.83	True		ENSG00000106633	ENSG00000106633	HGNC:4195													
GHR	gene	GHR	Expert Review Red;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Growth hormone insensitivity, partial, MIM#604271;Laron dwarfism, MIM#262500			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758			False	1	0;0;100	1.83	True		ENSG00000112964	ENSG00000112964	HGNC:4263													
GJA1	gene	GJA1	Expert Review Red;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Atrioventricular septal defect 3, MIM#600309;Craniometaphyseal dysplasia, autosomal recessive, MIM#218400;Erythrokeratodermia variabilis et progressiva 3, MIM#617525;Hypoplastic left heart syndrome 1, MIM#241550;Oculodentodigital dysplasia, MIM#164200;Oculodentodigital dysplasia, autosomal recessive, MIM#257850;Palmoplantar keratoderma with congenital alopecia, MIM#104100;Syndactyly, type III, MIM# 186100			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758			False	1	0;0;100	1.83	True		ENSG00000152661	ENSG00000152661	HGNC:4274													
GJB1	gene	GJB1	Expert Review Red;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	Unknown	Charcot-Marie-Tooth neuropathy, X-linked dominant, 1, MIM#302800			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758			False	1	0;0;100	1.83	True		ENSG00000169562	ENSG00000169562	HGNC:4283													
GLRA1	gene	GLRA1	Expert Review Red;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Hyperekplexia 1, MIM# 149400			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758			False	1	0;0;100	1.83	True		ENSG00000145888	ENSG00000145888	HGNC:4326													
GLUD1	gene	GLUD1	Expert Review Red;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Hyperinsulinism-hyperammonemia syndrome, MIM#606762			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758			False	1	0;0;100	1.83	True		ENSG00000148672	ENSG00000148672	HGNC:4335													
GNA14	gene	GNA14	Expert Review Red;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	Unknown				Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758			False	1	0;0;100	1.83	True		ENSG00000156049	ENSG00000156049	HGNC:4382													
GOSR2	gene	GOSR2	Expert Review Red;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Epilepsy, progressive myoclonic 6, MIM#614018			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758			False	1	0;0;100	1.83	True		ENSG00000108433	ENSG00000108433	HGNC:4431													
GPSM2	gene	GPSM2	Expert Review Red;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Chudley-McCullough syndrome, MIM#604213			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	20602914;22578326;28387217;27180139;27064331		False	1	0;0;100	1.83	True		ENSG00000121957	ENSG00000121957	HGNC:29501													
GRPR	gene	GRPR	Expert Review Red;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	Unknown				Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758			False	1	0;0;100	1.83	True		ENSG00000126010	ENSG00000126010	HGNC:4609													
GSPT2	gene	GSPT2	Expert Review Red;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	Unknown				Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	28414775		False	1	0;0;100	1.83	True		ENSG00000189369	ENSG00000189369	HGNC:4622													
GTF2I	gene	GTF2I	Expert Review Red;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	Unknown				Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758			False	1	0;0;100	1.83	True		ENSG00000077809	ENSG00000263001	HGNC:4659													
GTF2IRD1	gene	GTF2IRD1	Expert Review Red;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	Unknown				Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	31418010		False	1	0;0;100	1.83	True		ENSG00000006704	ENSG00000006704	HGNC:4661													
GYS2	gene	GYS2	Expert Review Red;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Glycogen storage disease 0, liver, MIM#240600			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758			False	1	0;0;100	1.83	True		ENSG00000111713	ENSG00000111713	HGNC:4707													
H19	gene	H19	Expert Review Red;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	Unknown	Beckwith-Wiedemann syndrome, MIM#130650;Silver-Russell syndrome, MIM#180860			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758			False	1	0;0;100	1.83	True		ENSG00000130600	ENSG00000130600	HGNC:4713													
